"point.ID","poly.ID","SUID","ORG","ACTIVITY_C","ACTIVITY","LOCAL_QUAL","ASU_NBR_UN","ASU_UOM","ADMIN_REGI","ADMIN_FORE","ADMIN_DIST","STATE_ABBR","OWNERSHIP_","PROC_REGIO","PROC_FORES","LAND_SUITA","PRODUCTIVI","SLOPE","ELEVATION","ASPECT","MGT_AREA_C","MGT_PRESCR","NBR_UNITS_","NBR_UNITS1","UOM","DATE_PLANN","DATE_ACCOM","DATE_COMPL","FISCAL_YEA","FISCAL_Y_1","FISCAL_Y_2","FY_PLANNED","KEYPOINT","FUND_CODE","METHOD_COD","EQUIPMENT_","COST_PER_U","NEPA_PROJE","NEPA_DOC_N","IMPLEMENTA","IMPLEMEN_1","IMPLEMEN_2","ACCOMPLISH","ACCOMPLI_1","ACTIVITY_1","ACTIVITY_U","FACTS_ID","SUBUNIT","FEATURE_TY","TREATMENT_","ACTIVITY_2","ACTIVITY_S","WORKFORCE_","NEPA_PRO_1","SUID_CN","ISWUI","CWPP","CAT_NM","EQUIPMENT","METHOD","TREATMENT1","STAGE","STAGE_VALU","REV_DATE","DATA_SOURC","DATA_SOU_1","ACCURACY","FS_UNIT_ID","FS_UNIT_NA","CRC_VALUE","ETL_MODIFI","UK","EDW_INSERT","UK_HAZ","CRC_HAZ","ETL_MODI_1","GIS_ACRES","SHAPE_AREA","SHAPE_LEN"
1321,216794,"0803060000019000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",875,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,870,870,"ACRES","2012/01/24","2012/03/26","2012/03/26",2012,2012,2012,2012,"3","WFHF","300","303",45,"24928","(PALS)CHATTOOGA RIVER RD RX BURNING",NA,NA,NA,NA,NA,"3466529010602","3468126010602","0000019000","001","A","Broadcast Burn","HALE RIDGE RX","HALE RIDGE WEST FY' 16","FA","26311","828939010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2016/03/21","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","841C193F8A30AB29","N","0803_262_ACTP","2017/01/14","3466529010602_0803060000019000001","652C3F26391D32C1","2017/02/24",875.301,0.000349580044889,0.0938395510259
1321,216795,"0803060000019000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",875,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,870,870,"ACRES","2016/01/24","2016/03/07","2016/03/07",2016,2016,2016,2016,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4751303010602","3468126010602","0000019000","001","A","Broadcast Burn","HALE RIDGE RX","HALE RIDGE WEST FY' 16","FA","1432010602","828939010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2016/03/21","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","841C193F8A30AB29","N","0803_262_ACTP","2017/01/14","4751303010602_0803060000019000001","652C3F2652944321","2017/02/24",875.301,0.000349580044889,0.0938395510259
1322,216794,"0803060000019000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",875,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,870,870,"ACRES","2012/01/24","2012/03/26","2012/03/26",2012,2012,2012,2012,"3","WFHF","300","303",45,"24928","(PALS)CHATTOOGA RIVER RD RX BURNING",NA,NA,NA,NA,NA,"3466529010602","3468126010602","0000019000","001","A","Broadcast Burn","HALE RIDGE RX","HALE RIDGE WEST FY' 16","FA","26311","828939010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2016/03/21","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","841C193F8A30AB29","N","0803_262_ACTP","2017/01/14","3466529010602_0803060000019000001","652C3F26391D32C1","2017/02/24",875.301,0.000349580044889,0.0938395510259
1322,216795,"0803060000019000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",875,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,870,870,"ACRES","2016/01/24","2016/03/07","2016/03/07",2016,2016,2016,2016,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4751303010602","3468126010602","0000019000","001","A","Broadcast Burn","HALE RIDGE RX","HALE RIDGE WEST FY' 16","FA","1432010602","828939010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2016/03/21","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","841C193F8A30AB29","N","0803_262_ACTP","2017/01/14","4751303010602_0803060000019000001","652C3F2652944321","2017/02/24",875.301,0.000349580044889,0.0938395510259
1334,252306,"0811060000035013000","081106","4495","Site Preparation for Natural Regeneration - Manual","N/A",29,"ACRES","08","11","06","NC","FS","08","16","640","1",0,0,NA,NA,NA,29,0,"ACRES","2014/10/01",NA,NA,2015,0,0,2015,"6",NA,"100","000",260,"06007","WHITE BULL",NA,NA,NA,NA,NA,"4712439010602","4191156010602","0000035013","000","A","Lop and Scatter","WHITE BULL REOFFER PU1","WHITE BULL REOFFER PU1","CT","1388010602","913959010602","Y","None","Mechanical","NA","Manual",NA,3,"Accomplished","2015/10/09","20","Digitized Other",0,"0811","NATIONAL FORESTS IN NORTH CAROLINA","8165B11F0425CAAE","N","0811_18541_ACTP","2017/01/14","4712439010602_0811060000035013000","84062ACB8E1FE536","2017/02/24",28.28,1.1303892393e-05,0.0196976504296
1334,249809,"0811060000035014000","081106","4194","Two-aged Shelterwood Establishment Cut (w/res) (2A/RH/NFH)","N/A",29,"ACRES","08","11","06","NC","FS","08","16","500","1",0,0,NA,NA,NA,29,29,"ACRES","2012/10/01","2013/06/19",NA,2013,2013,0,2013,"6","XXXX","000","000",0,"06007","WHITE BULL",NA,NA,NA,NA,NA,"3995514010602","AU187234010602","0000035014","000","A","Biomass Removal","WHITE BULL RE-OFFER PU1","WHITE BULL RE-OFFER PU1","PR","1388010602","267771010602","Y","None","Mechanical","NA","Not Applicable",NA,3,"Accomplished","2015/10/09","24","Other",0,"0811","NATIONAL FORESTS IN NORTH CAROLINA","71D2C8ABF65DA70B","N","0811_52452_ACTP","2017/01/14","3995514010602_0811060000035014000","36F47DE5E7BBA8B2","2017/02/24",28.239,1.12872592874e-05,0.019120417951
1334,249810,"0811060000035014000","081106","4495","Site Preparation for Natural Regeneration - Manual","N/A",29,"ACRES","08","11","06","NC","FS","08","16","500","1",0,0,NA,NA,NA,29,29,"ACRES","2014/10/01","2015/06/24",NA,2015,2015,0,2015,"6","CWKV","100","000",260,"06007","WHITE BULL",NA,NA,NA,NA,NA,"4487217010602","AU187234010602","0000035014","000","A","Lop and Scatter","WHITE BULL RE-OFFER PU1","WHITE BULL RE-OFFER PU1","CT","1388010602","267771010602","Y","None","Mechanical","NA","Manual",NA,3,"Accomplished","2015/10/09","24","Other",0,"0811","NATIONAL FORESTS IN NORTH CAROLINA","71D2C8ABF65DA70B","N","0811_52452_ACTP","2017/01/14","4487217010602_0811060000035014000","36F47DE5CA7D9BB9","2017/02/24",28.239,1.12872592874e-05,0.019120417951
1334,252305,"0811060000035013000","081106","4194","Two-aged Shelterwood Establishment Cut (w/res) (2A/RH/NFH)","N/A",29,"ACRES","08","11","06","NC","FS","08","16","640","1",0,0,NA,NA,NA,29,29,"ACRES","2012/10/01","2013/06/19",NA,2013,2013,0,2013,"6","XXXX","000","000",0,"06007","WHITE BULL",NA,NA,NA,NA,NA,"4067319010602","4191156010602","0000035013","000","A","Biomass Removal","WHITE BULL REOFFER PU1","WHITE BULL REOFFER PU1","CT","1388010602","913959010602","Y","None","Mechanical","NA","Not Applicable",NA,3,"Accomplished","2015/10/09","20","Digitized Other",0,"0811","NATIONAL FORESTS IN NORTH CAROLINA","8165B11F0425CAAE","N","0811_18541_ACTP","2017/01/14","4067319010602_0811060000035013000","84062ACBD7A5219B","2017/02/24",28.28,1.1303892393e-05,0.0196976504296
1345,216845,"0803080000330000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",230,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,230,230,"ACRES","2008/04/21","2008/05/07","2008/05/07",2008,2008,2008,2008,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","RX 2008 BURNING",NA,NA,"N","N","AC1649493010602","AU277254010602","0000330000","001","A","Broadcast Burn","COMPT. 33","CHINTILLY RX FY'17","FA","1432010602","418071010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","CHINTILLY 2",3,"Accomplished","2014/07/15",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","EAEA66B460A938E7","N","0803_23413_ACTP","2017/01/14","AC1649493010602_0803080000330000001","09DE5E8078926A9E","2017/02/24",230.013,9.18299841108e-05,0.0342110007713
1345,216846,"0803080000330000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",230,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,230,0,"ACRES","2017/03/12",NA,NA,2017,0,0,2017,"3","WFHF","300","303",45,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"5191108010602","AU277254010602","0000330000","001","A","Broadcast Burn","COMPT. 33","CHINTILLY RX FY'17","FA","101051110511","418071010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/07/15",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","EAEA66B460A938E7","N","0803_23413_ACTP","2017/01/14","5191108010602_0803080000330000001","09DE5E805E2590EC","2017/02/24",230.013,9.18299841108e-05,0.0342110007713
1351,251939,"08120200000RMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",1375,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,1375,1375,"ACRES","2014/02/01","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","101","310",25,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214787010602","4343192010602","00000RMB01","000","A","Broadcast Burn","RIDLEY MOUNTAIN","RIDLEY MOUNTAIN","FA","101053410534","933603010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","F4FAC7A631D0D96D","N","0812_10858_ACTP","2017/01/14","4214787010602_08120200000RMB01000","DE6BDBEDF15F4F83","2017/02/24",1366.853,0.000545894815757,0.129002876309
1355,251939,"08120200000RMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",1375,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,1375,1375,"ACRES","2014/02/01","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","101","310",25,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214787010602","4343192010602","00000RMB01","000","A","Broadcast Burn","RIDLEY MOUNTAIN","RIDLEY MOUNTAIN","FA","101053410534","933603010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","F4FAC7A631D0D96D","N","0812_10858_ACTP","2017/01/14","4214787010602_08120200000RMB01000","DE6BDBEDF15F4F83","2017/02/24",1366.853,0.000545894815757,0.129002876309
1359,251422,"0812020000009B01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",400,"ACRES","08","12","02","SC","FS","08","12",NA,NA,0,0,NA,NA,NA,400,400,"ACRES","2015/03/29","2015/03/29","2015/03/29",2015,2015,2015,2015,"3","WFHF","300","303",45,"21454","(PALS)DECISION MEMO FOR CONTROLLED BURNING OF THE CRANE MOUNTAIN AREA",NA,NA,NA,NA,NA,"4535355010602","AU282156010602","0000009B01","000","A","Broadcast Burn","CRANE MOUNTAIN BURN","CRANE MOUNTAIN BURN","FA","16213","427703010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2015/05/29","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","3E7ECE2C25C1A527","N","0812_14389_ACTP","2017/01/14","4535355010602_0812020000009B01000","806E6E3AE0A961D5","2017/02/24",411.136,0.00016415888576,0.0526140156646
1359,251421,"0812020000009B01000","081202","1113","Underburn - Low Intensity (Majority of Unit)","N/A",400,"ACRES","08","12","02","SC","FS","08","12",NA,NA,0,0,NA,NA,NA,400,0,"ACRES","2009/03/01",NA,NA,2009,0,0,2009,"3","WFHF","300","303",30,"21454","(PALS)DECISION MEMO FOR CONTROLLED BURNING OF THE CRANE MOUNTAIN AREA",NA,NA,NA,"N","N","AC1682517010602","AU282156010602","0000009B01","000","A","Broadcast Burn","CRANE MOUNTAIN BURN","CRANE MOUNTAIN BURN","FA","16213","427703010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2015/05/29","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","3E7ECE2C25C1A527","N","0812_14389_ACTP","2017/01/14","AC1682517010602_0812020000009B01000","806E6E3A856D7D68","2017/02/24",411.136,0.00016415888576,0.0526140156646
1359,251940,"0812020000910B01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",400,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,400,400,"ACRES","2009/02/03","2009/03/05","2009/03/05",2009,2009,2009,2009,"3","WFHF","300","303",32,"18944","(PALS)DECISIOJN MEMO FOR SPRING 2007 CONTROLLED BURNING PROJECT","AP SPRING 2007",NA,NA,"N","N","AC1866330010602","AU308564010602","0000910B01","000","A","Broadcast Burn","COMP 9 & 10","COMP 9 & 10","FA","16851","480150010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2010/08/03","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","3E7ECE2C95B23594","N","0812_6094_ACTP","2017/01/14","AC1866330010602_0812020000910B01000","806E6E3A3B0D3FDF","2017/02/24",411.136,0.00016415888576,0.0526140156646
1365,251939,"08120200000RMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",1375,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,1375,1375,"ACRES","2014/02/01","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","101","310",25,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214787010602","4343192010602","00000RMB01","000","A","Broadcast Burn","RIDLEY MOUNTAIN","RIDLEY MOUNTAIN","FA","101053410534","933603010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","F4FAC7A631D0D96D","N","0812_10858_ACTP","2017/01/14","4214787010602_08120200000RMB01000","DE6BDBEDF15F4F83","2017/02/24",1366.853,0.000545894815757,0.129002876309
1366,216845,"0803080000330000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",230,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,230,230,"ACRES","2008/04/21","2008/05/07","2008/05/07",2008,2008,2008,2008,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","RX 2008 BURNING",NA,NA,"N","N","AC1649493010602","AU277254010602","0000330000","001","A","Broadcast Burn","COMPT. 33","CHINTILLY RX FY'17","FA","1432010602","418071010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","CHINTILLY 2",3,"Accomplished","2014/07/15",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","EAEA66B460A938E7","N","0803_23413_ACTP","2017/01/14","AC1649493010602_0803080000330000001","09DE5E8078926A9E","2017/02/24",230.013,9.18299841108e-05,0.0342110007713
1366,216846,"0803080000330000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",230,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,230,0,"ACRES","2017/03/12",NA,NA,2017,0,0,2017,"3","WFHF","300","303",45,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"5191108010602","AU277254010602","0000330000","001","A","Broadcast Burn","COMPT. 33","CHINTILLY RX FY'17","FA","101051110511","418071010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/07/15",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","EAEA66B460A938E7","N","0803_23413_ACTP","2017/01/14","5191108010602_0803080000330000001","09DE5E805E2590EC","2017/02/24",230.013,9.18299841108e-05,0.0342110007713
1370,216596,"0803060000160000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",850,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,810,811,"ACRES","2014/01/10","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084195010602","4210032010602","0000160000","001","A","Broadcast Burn","RX COMPT 160","WILSON KNOB FY 14","FA","1432010602","917880010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/14",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","FC9F24BF2FC40F3C","N","0803_20447_ACTP","2017/01/14","4084195010602_0803060000160000001","2E5FD77D6DE647ED","2017/02/24",811.338,0.000323972958542,0.110452413015
1378,216890,"0803060000200000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",837,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,834,837,"ACRES","2015/01/13","2015/03/17","2015/03/17",2015,2015,2015,2015,"3","WFHF","300","303",45,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4413035010602","4210522010602","0000200000","001","A","Broadcast Burn","COMPT 200 RX","HALE RIDGE EAST FY 14 & FY 15","FA","101051110511","917974010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2015/03/23","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9726DD91BC018F37","N","0803_37400_ACTP","2017/01/14","4413035010602_0803060000200000001","0D18D674E5BFC942","2017/02/24",834.32,0.000333168573197,0.110099873281
1378,216889,"0803060000200000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",837,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,834,0,"ACRES","2014/01/13",NA,NA,2014,0,0,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084462010602","4210522010602","0000200000","001","A","Broadcast Burn","COMPT 200 RX","HALE RIDGE EAST FY 14 & FY 15","FA","1432010602","917974010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2015/03/23","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9726DD91BC018F37","N","0803_37400_ACTP","2017/01/14","4084462010602_0803060000200000001","0D18D674726F802C","2017/02/24",834.32,0.000333168573197,0.110099873281
1384,216794,"0803060000019000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",875,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,870,870,"ACRES","2012/01/24","2012/03/26","2012/03/26",2012,2012,2012,2012,"3","WFHF","300","303",45,"24928","(PALS)CHATTOOGA RIVER RD RX BURNING",NA,NA,NA,NA,NA,"3466529010602","3468126010602","0000019000","001","A","Broadcast Burn","HALE RIDGE RX","HALE RIDGE WEST FY' 16","FA","26311","828939010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2016/03/21","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","841C193F8A30AB29","N","0803_262_ACTP","2017/01/14","3466529010602_0803060000019000001","652C3F26391D32C1","2017/02/24",875.301,0.000349580044889,0.0938395510259
1384,216795,"0803060000019000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",875,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,870,870,"ACRES","2016/01/24","2016/03/07","2016/03/07",2016,2016,2016,2016,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4751303010602","3468126010602","0000019000","001","A","Broadcast Burn","HALE RIDGE RX","HALE RIDGE WEST FY' 16","FA","1432010602","828939010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2016/03/21","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","841C193F8A30AB29","N","0803_262_ACTP","2017/01/14","4751303010602_0803060000019000001","652C3F2652944321","2017/02/24",875.301,0.000349580044889,0.0938395510259
1386,251939,"08120200000RMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",1375,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,1375,1375,"ACRES","2014/02/01","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","101","310",25,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214787010602","4343192010602","00000RMB01","000","A","Broadcast Burn","RIDLEY MOUNTAIN","RIDLEY MOUNTAIN","FA","101053410534","933603010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","F4FAC7A631D0D96D","N","0812_10858_ACTP","2017/01/14","4214787010602_08120200000RMB01000","DE6BDBEDF15F4F83","2017/02/24",1366.853,0.000545894815757,0.129002876309
1399,251790,"08120200000MMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",735,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,735,735,"ACRES","2014/02/01","2014/04/02","2014/04/02",2014,2014,2014,2014,"3","WFHF","101","310",34,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214778010602","4343195010602","00000MMB01","000","A","Broadcast Burn","MORTON MOUNTAIN","MORTON MOUNTAIN","FA","101053410534","933604010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","6E05036A16C81A57","N","0812_10857_ACTP","2017/01/14","4214778010602_08120200000MMB01000","0337898DCE9DCCE6","2017/02/24",717.69,0.000286513260507,0.0875476397934
1409,251790,"08120200000MMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",735,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,735,735,"ACRES","2014/02/01","2014/04/02","2014/04/02",2014,2014,2014,2014,"3","WFHF","101","310",34,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214778010602","4343195010602","00000MMB01","000","A","Broadcast Burn","MORTON MOUNTAIN","MORTON MOUNTAIN","FA","101053410534","933604010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","6E05036A16C81A57","N","0812_10857_ACTP","2017/01/14","4214778010602_08120200000MMB01000","0337898DCE9DCCE6","2017/02/24",717.69,0.000286513260507,0.0875476397934
1410,251790,"08120200000MMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",735,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,735,735,"ACRES","2014/02/01","2014/04/02","2014/04/02",2014,2014,2014,2014,"3","WFHF","101","310",34,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214778010602","4343195010602","00000MMB01","000","A","Broadcast Burn","MORTON MOUNTAIN","MORTON MOUNTAIN","FA","101053410534","933604010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","6E05036A16C81A57","N","0812_10857_ACTP","2017/01/14","4214778010602_08120200000MMB01000","0337898DCE9DCCE6","2017/02/24",717.69,0.000286513260507,0.0875476397934
1422,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1422,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
1423,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
